3; 5; -2; 0; 1; 
3; 5; 6; 10; 1540917533113; 
3; 5; 6; 10; 1540917533167; 
3; 5; 6; 10; 1540917533340; 
3; 5; 6; 10; 1540917533394; 
3; 5; 6; 10; 1540917533635; 
3; 5; 6; 10; 1540917533764; 
3; 5; 6; 10; 1540917533907; 
3; 5; 6; 10; 1540917534048; 
3; 5; 6; 10; 1540917534406; 
3; 5; 6; 10; 1540917534427; 
3; 5; 6; 10; 1540917534524; 
3; 6; 5; 9; 1540917534536; 
3; 5; 6; 10; 1540917534589; 
3; 5; 6; 10; 1540917535001; 
3; 5; 6; 10; 1540917535231; 
3; 5; 6; 10; 1540917535384; 
3; 5; 6; 10; 1540917535438; 
3; 5; 6; 10; 1540917535700; 
3; 5; 6; 10; 1540917535851; 
3; 5; 6; 10; 1540917535979; 
3; 5; 6; 10; 1540917536034; 
3; 5; 6; 10; 1540917536272; 
3; 5; 6; 10; 1540917536741; 
3; 6; 5; 9; 1540917536795; 
3; 5; 6; 10; 1540917536826; 
3; 5; 6; 10; 1540917537010; 
3; 6; 5; 9; 1540917537021; 
3; 5; 6; 10; 1540917537064; 
3; 5; 6; 10; 1540917537162; 
3; 5; 6; 10; 1540917537490; 
3; 5; 6; 10; 1540917537729; 
3; 6; 5; 9; 1540917537740; 
3; 5; 6; 10; 1540917537761; 
3; 5; 6; 10; 1540917538021; 
3; 5; 6; 10; 1540917538096; 
3; 5; 6; 10; 1540917538292; 
3; 5; 6; 10; 1540917538335; 
3; 5; 6; 10; 1540917538497; 
3; 5; 6; 10; 1540917538541; 
3; 6; 5; 9; 1540917538628; 
3; 5; 6; 10; 1540917538977; 
3; 5; 6; 10; 1540917539215; 
3; 5; 6; 10; 1540917539335; 
3; 5; 6; 10; 1540917539465; 
3; 5; 6; 10; 1540917539694; 
3; 5; 6; 10; 1540917540183; 
3; 5; 6; 10; 1540917540357; 
3; 6; 5; 9; 1540917540390; 
3; 5; 6; 10; 1540917540401; 
3; 5; 6; 10; 1540917540717; 
3; 5; 6; 10; 1540917540946; 
3; 5; 6; 10; 1540917540958; 
3; 5; 6; 10; 1540917541194; 
3; 5; 6; 10; 1540917541499; 
3; 5; 6; 10; 1540917541806; 
3; 5; 6; 10; 1540917541850; 
3; 5; 6; 10; 1540917542035; 
3; 5; 6; 10; 1540917542155; 
3; 5; 6; 10; 1540917542242; 
3; 5; 6; 10; 1540917542349; 
3; 5; 6; 10; 1540917542425; 
3; 5; 6; 10; 1540917542568; 
3; 5; 6; 10; 1540917542708; 
3; 5; 6; 10; 1540917542773; 
3; 5; 6; 10; 1540917543066; 
3; 5; 6; 10; 1540917543141; 
3; 6; 5; 9; 1540917543163; 
3; 5; 6; 10; 1540917543379; 
3; 5; 6; 10; 1540917543552; 
